o75376	26.25
p19105	13.0
q5vsl9	12.75
q9y3a3	9.25
o43815	8.25
q9y618	7.25
o14686	7.0
q9y2g7	5.0
q04724	3.75
q9np50	3.5
o15550	3.0
q6zw49	2.75
q6zu65	2.5
q5tyw1	2.0
o43493	48.0
q15811	37.75
q13439	26.0
q6p996	23.25
p63010	19.75
p53367	17.5
q10471	13.5
q8wu79	12.5
o95219	10.5
q9y296	9.25
q5t7v8	7.25
o60499	7.0
p98194	7.0
c4amc7	6.75
p45880	5.5
q4adv7	10.5
q96cn9	9.5
o43747	5.25
p82094	5.0
q9nuy8	5.0
p48029	4.5
q86sz2	4.5
q6zmi0	4.25
q96l92	4.0
p40818	3.75
p62820	3.5
q9y3c0	3.5
q9y587	3.5
q9y6i3	3.5
o95208	3.25
p98082	3.25
p51398	3.0
q9ul33	3.0
a2ru67	2.75
p0di82	2.75
p13674	2.75
q9ujy5	2.75
q8wxe9	2.5
q86vs8	2.25
q8wua7	2.25
q8iw50	2.0
q9h4a6	1.75
q9nsy1	1.75
q9ubf2	379.0
p53618	38.5
q9y678	30.5
q9nw68	16.0
a0a024r0a8	11.0
o94979	9.5
q96jb2	8.0
q14746	4.0
q9nya4	3.5
b4duz3	3.0
q8wum9	2.5
q9up83	2.5
q96kg9	2.0
