p61978	698.5
p22626	325.5
q15233	283.5
p52597	267.5
q00839	231.0
p52272	229.5
q0vgd6	223.0
q8nf45	211.0
q08211	206.5
p43243	197.0
q86vg2	186.5
p14866	169.0
q92945	130.0
q96kr1	112.0
p51991	107.5
q9c0j8	92.0
q59gl1	91.0
q8ix01	90.0
q8iy67	89.0
q15637	80.5
q59f66	77.0
q7z3d7	75.0
q15424	74.0
p26599	72.5
q92576	60.0
q14966	65.0
q9buj2	64.5
q8n163	62.0
q14103	60.0
q14151	59.5
q5vt52	56.0
q96ae4	52.5
p38159	49.0
q16630	47.5
q15366	47.0
q9uk61	45.0
q07666	42.0
p31943	41.5
q8wxf1	40.5
o14979	36.5
q92804	35.0
q96ev2	35.0
q13151	34.5
q99729	34.0
q9h256	32.0
p35637	31.5
o95104	29.5
q53f48	27.5
q6un15	26.5
q8iwx8	25.5
q5bkz1	26.0
q15717	23.5
q9nzi8	23.0
q99590	19.25
q13838	22.0
q9ntz6	19.0
q5t481	18.5
o75400	17.5
p55795	17.5
q9uka9	17.5
o75909	16.0
o94913	16.0
q96pu8	16.0
o43809	15.5
o95319	14.5
p49756	14.5
q9nxv6	11.0
q8n684	10.5
q9hcd5	10.5
q9p2k5	10.5
q9upn6	10.5
q8ney8	10.0
q01844	9.5
q8ix12	9.5
p84103	9.0
q8wyq5	9.75
o43251	8.0
q96ep5	8.0
q92879	7.5
q9nr56	7.5
q13242	5.5
q9nrr4	4.25
p62318	5.0
q08170	5.0
q9nwh9	5.0
q9y580	5.0
p52756	4.5
q4le60	3.5
q9hcj3	3.5
o75494	3.0
q5t200	3.0
p26368	2.5
q5tal4	2.0
q8ndt2	2.0
o60264	127.0
o15042	100.0
q9nrl2	78.0
q2taz1	67.5
p28370	53.5
q9p2d1	52.5
q59hg1	49.0
q499g6	43.0
q6kc79	40.5
q9ulv3	36.5
p33991	23.5
q13185	23.5
p23527	22.5
q3swu9	22.5
q53fs6	22.0
b3knw7	19.0
q6fi13	16.5
q8iue6	16.0
q9h4i2	16.0
p33993	15.5
q8wwq0	15.0
o75717	14.5
q9bvs9	14.5
q6pd62	14.0
q9h7n4	12.5
q92766	12.0
q9uq35	12.0
q9uq88	12.0
q8td26	11.5
p37275	11.0
q96re7	11.0
o43719	10.0
o60281	10.0
q8n9q1	10.0
q92769	9.0
q96c00	9.0
q96q89	9.0
q9ubd5	9.0
o94776	8.5
q01831	8.5
q9y4e5	8.5
q13129	8.0
q6zrs2	8.0
q75mt5	8.0
q9ulj3	8.0
q9y4c1	8.0
v9hwg0	8.0
p06400	7.5
q7kz85	6.5
q9ujv9	6.5
q8n6j1	6.0
q96jn0	6.0
q9y462	6.0
q14202	5.5
q6pl18	5.5
q86wj1	5.5
a0a024r784	5.0
h9nim2	5.0
o00154	5.0
q14781	5.0
q53hl2	5.0
q9hc52	5.0
q9y2k7	5.0
q9y483	5.0
v9hw04	5.0
b7z7s9	4.5
o15014	4.5
p22670	4.5
q13029	4.5
q5t5x7	4.5
q8wvm7	4.5
q92922	4.5
q9haw4	4.5
q9ui36	4.5
p52737	4.0
q13017	4.0
q15022	4.0
q15054	4.0
q15072	4.0
q5h9f3	4.0
q69yn4	4.0
q6iq49	4.0
q7z333	4.0
q8taq2	4.0
q96cb8	4.0
q99496	4.0
o95251	3.5
p17028	3.5
q06546	3.5
q4vc44	3.5
q6n083	3.5
q92547	3.5
w6cj52	3.5
a0a024ral0	3.0
q5t3j3	3.0
q63hk5	3.0
q6p1r3	3.0
q86v15	3.0
q96b01	3.0
q9h0c8	3.0
q9uns1	3.0
q9y6k1	3.0
o00716	2.5
o15090	2.5
p05549	2.5
p17482	2.5
q6p4r8	2.5
q8n8a6	2.5
q8ndx5	2.5
q8wvz9	2.5
q99661	2.5
q9bzj0	2.5
q9h165	2.5
q9nzm4	2.5
q9upw6	2.5
q9y232	2.5
o00712	2.0
q4vbz9	2.0
q5jvf3	2.0
q8n594	2.0
q8wxx5	2.0
q92889	2.0
q96hw7	2.0
