q6zt60	34.0
p20290	6.5
o00192	4.0
q96ii8	4.0
q5vze5	3.5
o00303	2.0
p26038	101.25
p46939	89.75
q01484	22.25
q12955	17.0
q9by44	16.5
q99613	13.5
o00418	12.0
q9nr46	11.25
q99961	11.0
q9uhb9	11.0
b2r7d3	10.5
q8n6t3	9.0
p52306	8.5
q6wcq1	8.5
q15750	7.5
o95163	7.25
q16513	7.0
q13884	6.75
o60502	6.5
q9h4g0	6.0
q9nsd9	5.5
q32p51	5.0
o95425	4.75
q9ulh1	4.75
o43318	4.5
p10636	4.5
q2m2i8	4.5
q13480	4.0
q96k76	3.25
q9nvm4	3.25
q9ug63	3.25
o15056	3.0
p67809	3.0
q13613	3.0
q8wu90	3.0
q9ui30	3.0
q9y4h2	3.0
p29353	2.75
q12979	2.75
q7z5l2	2.5
o15116	2.25
q9nq48	2.25
b4dic4	2.0
q9h788	1.75
p08238	128.0
b3ktt5	94.0
q13523	17.5
q5jr94	10.5
q9nwt8	8.0
q00526	7.0
q02543	6.0
p54577	5.5
p21359	5.0
p98174	5.0
q08752	5.0
q9y5s2	5.0
q0ij56	4.0
q9y2h5	4.0
u3kqg0	4.0
q8wz64	3.5
p50570	3.0
q6p5z2	3.0
q8tdn4	3.0
q9ui95	3.0
p50226	2.5
q15785	2.5
q8n5m4	2.5
q96hz0	2.5
o60229	2.0
q13425	2.0
q5st80	2.0
q9p2j5	38.0
q9h2e6	19.0
q5t5c0	13.5
q06481	13.0
q9btv5	9.5
p28290	7.5
q09gn0	7.5
p42702	5.5
q9uls5	5.0
p36383	4.5
q8nf91	4.0
q6uxm1	3.5
q9bzf9	2.5
q9hcu4	2.0
