p49959	85.5
p55010	42.0
q9p2b7	18.5
p78362	17.0
q96qz7	16.5
q96sb4	14.0
q9p2m7	10.0
q5t0n5	7.0
q86t74	6.5
q96mw1	6.5
q9brp8	6.0
q9h9i0	5.5
q0pne2	4.0
q8ivm0	4.0
o43639	3.5
o95067	3.0
o95684	3.0
q96b97	3.0
q9h2u1	3.0
q9h467	3.0
q5srt3	2.5
q9nzi7	2.0
