q96py6	7.5
p42892	12.5
q5t1m5	5.5
q14185	2.5
a4d1p6	5.25
o15021	2.0
o43314	7.75
q8wxa3	7.375
q5vyk3	2.75
q5r372	23.75
q9bva1	44.0
q6zut9	41.5
q9ulv0	32.0
q6ulp2	28.0
q8tag9	25.5
p51784	23.5
q96kp1	21.5
q9npr5	21.5
q9upt5	17.5
q2nld0	15.0
q9h0b6	16.0
q59fe7	15.5
o60879	13.0
q96qf0	12.5
q9nv70	12.5
q9bxf6	11.25
p05198	10.0
p0dpb3	10.0
q9p2d3	9.5
q6znj1	9.0
p18084	8.0
q12982	8.0
o75096	7.0
q8iyu2	7.0
q99835	7.0
q9bsw2	7.0
q58ex2	6.5
q8n573	4.75
o60239	6.0
q8tbn0	6.0
q8tdw5	6.0
q9ubg0	6.0
q9ukd2	6.0
p42025	5.75
q53ye2	5.5
q8tdj6	5.5
q9h1h9	5.5
q9brj6	4.75
p43005	5.0
q8wwl2	5.0
q9nqt8	5.0
p15927	4.75
p20042	4.375
a0a024rbs4	3.5
o00522	4.0
p08183	4.0
q96c24	4.0
p62633	3.75
q13635	3.5
q5ebl4	3.5
q5ta12	3.5
q6p499	3.5
q6zqn7	3.5
q8iz41	3.5
q8n9u0	3.5
q96cn4	3.5
q9ns62	3.5
q9uli3	3.5
q00577	3.0
q2kht3	3.0
q8n9m5	3.0
q8nc59	3.0
q96n83	3.0
q9nuu7	2.375
o75154	2.5
o95185	2.5
q00059	2.5
q05dh4	2.5
q15599	2.5
q8izq1	2.5
q96ii5	2.5
q9uj41	2.5
q9y2d4	2.5
o00399	2.0
o15405	2.0
p55899	2.0
p78348	2.0
q59fg2	2.0
q86w33	2.0
q9bzq8	2.0
p51148	1.75
q969f9	22.0
p12235	15.0
q9y5w8	15.0
q9y5w7	14.0
q8iwe5	13.5
p24386	8.0
q9nql2	7.5
p31150	6.5
q2taz0	6.5
p35244	6.0
q9h270	6.0
q7l523	5.5
p23634	4.5
q96s15	4.5
q9bqd3	4.5
q9y2q5	4.0
o15504	3.5
p32019	3.5
q96b45	3.25
q9y519	3.0
o43504	2.5
p37108	2.5
q13619	2.5
q13740	2.5
q15293	2.5
q96j02	2.5
q9nzd8	2.5
p10515	2.25
q96fh0	2.25
o95747	2.0
q15021	2.0
q6zvm7	2.0
q9h9s3	2.0
