p06576	68.25
q86tx2	56.25
p49753	50.25
p10599	49.5
p54819	42.25
p14854	39.0
p25705	38.5
p12532	38.25
q96br5	31.5
q14249	29.25
p36551	23.75
q3zcq8	23.25
q99714	23.25
p13073	18.5
q9y5l4	18.5
p51970	18.25
o94826	17.75
p34897	17.5
q4vc31	17.0
q96c36	17.0
o96008	16.5
p38117	16.0
q6dkk2	15.25
q5jtj3	14.25
q5t9a4	14.25
p35232	13.5
o00165	13.25
p20674	13.0
q7kzn9	13.0
o75306	12.25
q6uxv4	12.0
p32322	11.5
p53701	10.75
p48047	10.5
p83111	10.5
q14061	10.5
q96ta2	10.5
q9h845	10.5
o75947	10.25
q96a73	10.25
q6ub35	9.25
o75431	9.0
o75489	9.0
q9p0j0	8.75
o43715	8.5
o75616	8.0
p28331	8.0
q9y512	8.0
q16718	7.75
o60220	7.5
q9bpx6	7.25
q96c01	7.0
o43920	6.25
p24539	6.25
q5tc12	6.0
o75746	5.75
q16740	5.75
q8iux1	5.75
o75380	5.5
p61088	5.5
p99999	5.5
q8iyu8	5.5
p08574	5.25
p31930	5.25
q49b96	5.25
q96ex1	5.25
o96000	5.0
q9y5j9	5.0
o94925	4.75
q6kcm7	4.5
q9bsh4	4.5
q04837	4.25
q8ixi1	4.25
q9p032	4.25
p36957	4.0
p55789	4.0
q96e52	4.0
q9bw72	4.0
p18859	3.75
p30405	3.75
p49821	3.75
q69yu5	3.75
p07919	3.5
q9y2s7	3.5
p10606	3.25
p19367	3.25
p46199	3.25
o43819	3.0
p00403	3.0
o43464	2.75
p31040	2.75
o75964	2.5
p56277	2.5
p56381	2.5
q12849	2.5
q7l0y3	2.5
q9nx14	2.5
o00217	2.25
p19404	2.25
q96el2	2.25
q9y2q9	2.25
p09669	2.0
p62072	2.0
